vote_2020,vote_intention,registration,age,gender,education,state,household_income,agegroup,race
Donald Trump,"Yes, I will vote",Registered,61,Female,High school graduate,PA,"$30,000 to $34,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,36,Male,Masters degree,CA,"$45,000 to $49,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,56,Male,"College Degree (such as B.A., B.S.)",FL,"$175,000 to $199,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,49,Male,High school graduate,KY,"Less than $14,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,64,Male,High school graduate,FL,"$45,000 to $49,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,69,Male,"College Degree (such as B.A., B.S.)",WV,"$25,000 to $29,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",CT,"$90,000 to $94,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,21,Female,Associate Degree,IL,"$15,000 to $19,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,47,Male,High school graduate,KY,"$35,000 to $39,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,67,Male,Associate Degree,VA,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,19,Male,High school graduate,CA,"$25,000 to $29,999",20 or less,American Indian or Alaska Native
Donald Trump,"Yes, I will vote",Registered,35,Male,"Completed some college, but no degree",WA,"$95,000 to $99,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",CA,"$250,000 and above",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,60,Male,"College Degree (such as B.A., B.S.)",KY,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,48,Male,High school graduate,PA,"$15,000 to $19,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,60,Male,"College Degree (such as B.A., B.S.)",PA,"$95,000 to $99,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,71,Male,"College Degree (such as B.A., B.S.)",FL,"$85,000 to $89,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,19,Male,"Completed some college, but no degree",MA,"Less than $14,999",20 or less,White
Donald Trump,"Yes, I will vote",Registered,40,Female,High school graduate,PA,"Less than $14,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,38,Female,Doctorate degree,CA,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,52,Male,"College Degree (such as B.A., B.S.)",NE,"$65,000 to $69,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,31,Male,"Completed some college, but no degree",NY,"$40,000 to $44,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,69,Male,"College Degree (such as B.A., B.S.)",FL,"$70,000 to $74,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,76,Male,"College Degree (such as B.A., B.S.)",AZ,"$35,000 to $39,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,48,Male,"Completed some college, but no degree",TX,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,38,Male,"College Degree (such as B.A., B.S.)",SC,"$70,000 to $74,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,41,Male,"College Degree (such as B.A., B.S.)",FL,"$125,000 to $149,999",35 to 50,White
Donald Trump,Not sure,Registered,38,Male,"College Degree (such as B.A., B.S.)",TX,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,27,Male,Associate Degree,MA,"$20,000 to $24,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,76,Female,"College Degree (such as B.A., B.S.)",NY,"$60,000 to $64,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,27,Male,Completed some high school,AZ,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,68,Female,"Completed some college, but no degree",IL,"$40,000 to $44,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,37,Female,High school graduate,OH,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,40,Female,"College Degree (such as B.A., B.S.)",CA,"$80,000 to $84,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,69,Male,"Completed some college, but no degree",VA,"Less than $14,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,40,Female,Masters degree,OR,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,81,Female,Doctorate degree,WV,"$25,000 to $29,999",above 80,White
Donald Trump,"Yes, I will vote",Registered,36,Male,Doctorate degree,NM,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,55,Male,"Completed some college, but no degree",CO,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,49,Female,Associate Degree,OH,"$55,000 to $59,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,36,Female,Associate Degree,TX,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,72,Male,"College Degree (such as B.A., B.S.)",NV,"$70,000 to $74,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,65,Male,Associate Degree,AZ,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,58,Female,"College Degree (such as B.A., B.S.)",CA,"$125,000 to $149,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,61,Female,Masters degree,AL,"$90,000 to $94,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,57,Female,High school graduate,OH,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,68,Male,"College Degree (such as B.A., B.S.)",AL,"$80,000 to $84,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,60,Male,"Completed some college, but no degree",NY,"$175,000 to $199,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,71,Female,Associate Degree,MA,"$50,000 to $54,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,50,Male,"Completed some college, but no degree",OH,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,53,Male,High school graduate,NJ,"$60,000 to $64,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,60,Male,"Completed some college, but no degree",PA,"Less than $14,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,72,Male,Masters degree,SC,"$70,000 to $74,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,66,Male,High school graduate,CA,"$50,000 to $54,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,47,Female,"College Degree (such as B.A., B.S.)",AZ,"$100,000 to $124,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,35,Male,High school graduate,CA,"Less than $14,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,25,Female,"College Degree (such as B.A., B.S.)",GA,"$25,000 to $29,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,64,Male,"College Degree (such as B.A., B.S.)",CT,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,57,Female,High school graduate,IL,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,71,Male,High school graduate,NC,"$40,000 to $44,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",IN,"$40,000 to $44,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,36,Female,"College Degree (such as B.A., B.S.)",MA,"$40,000 to $44,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,54,Female,"College Degree (such as B.A., B.S.)",VT,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,44,Male,"College Degree (such as B.A., B.S.)",CA,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,70,Male,Associate Degree,OR,"$45,000 to $49,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,73,Female,"Completed some college, but no degree",OH,"$70,000 to $74,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,62,Female,Associate Degree,MN,"$40,000 to $44,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,59,Female,High school graduate,IN,"$35,000 to $39,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,60,Female,High school graduate,FL,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Doctorate degree,FL,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,45,Male,Masters degree,NY,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,30,Female,Associate Degree,WI,"$35,000 to $39,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,64,Female,Masters degree,CT,"$65,000 to $69,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,43,Female,"College Degree (such as B.A., B.S.)",NJ,"$85,000 to $89,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,77,Female,"Completed some college, but no degree",NC,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,56,Female,Associate Degree,IN,"$30,000 to $34,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,62,Male,Completed some high school,FL,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,65,Female,Associate Degree,NC,"$25,000 to $29,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,36,Female,"College Degree (such as B.A., B.S.)",MO,"$20,000 to $24,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,61,Female,Associate Degree,IN,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,25,Female,Masters degree,CA,"$175,000 to $199,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Female,Masters degree,NY,"$95,000 to $99,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,31,Female,"Completed some college, but no degree",NV,"$70,000 to $74,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,59,Male,"College Degree (such as B.A., B.S.)",GA,"$100,000 to $124,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,51,Female,Masters degree,NC,"$30,000 to $34,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,24,Female,Associate Degree,GA,"$55,000 to $59,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,65,Female,Masters degree,FL,"$150,000 to $174,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Female,High school graduate,AK,"$70,000 to $74,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,24,Male,"Completed some college, but no degree",OH,"$30,000 to $34,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,67,Female,High school graduate,PA,"$70,000 to $74,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,20,Male,Associate Degree,FL,"$30,000 to $34,999",20 or less,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,65,Female,High school graduate,SC,"$65,000 to $69,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,60,Female,"College Degree (such as B.A., B.S.)",PA,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,60,Female,"Completed some college, but no degree",TX,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,73,Female,"Completed some college, but no degree",NY,"$95,000 to $99,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,45,Male,Masters degree,IN,"$90,000 to $94,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,73,Female,High school graduate,NC,"$20,000 to $24,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,35,Female,"College Degree (such as B.A., B.S.)",FL,"$20,000 to $24,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,63,Female,"Completed some college, but no degree",FL,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,30,Male,"College Degree (such as B.A., B.S.)",NJ,"$80,000 to $84,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,73,Female,Associate Degree,SC,"$75,000 to $79,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,67,Male,"College Degree (such as B.A., B.S.)",CO,"$50,000 to $54,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,22,Female,"Completed some college, but no degree",CA,"$30,000 to $34,999",21 to 35,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,35,Female,Masters degree,MO,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,61,Female,Associate Degree,NY,"$20,000 to $24,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,59,Female,"College Degree (such as B.A., B.S.)",NJ,"$55,000 to $59,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,73,Male,Associate Degree,FL,"$25,000 to $29,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,44,Female,"Completed some college, but no degree",IA,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,63,Female,"Completed some college, but no degree",CA,"$45,000 to $49,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,32,Female,"College Degree (such as B.A., B.S.)",OR,"$80,000 to $84,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,72,Female,Masters degree,NJ,"$35,000 to $39,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,24,Female,"Completed some college, but no degree",TN,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,57,Female,"College Degree (such as B.A., B.S.)",FL,"Less than $14,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,70,Female,High school graduate,TX,"$35,000 to $39,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,34,Female,"College Degree (such as B.A., B.S.)",MN,"$125,000 to $149,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,74,Female,High school graduate,IL,"$25,000 to $29,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,22,Female,High school graduate,PA,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,35,Male,Associate Degree,PA,"$80,000 to $84,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,63,Female,"Completed some college, but no degree",KS,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,35,Female,"College Degree (such as B.A., B.S.)",OR,"$25,000 to $29,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,68,Female,High school graduate,TN,"$40,000 to $44,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,70,Female,High school graduate,OR,"$85,000 to $89,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,62,Female,Masters degree,AZ,"$125,000 to $149,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,52,Male,Masters degree,MD,"$55,000 to $59,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,44,Female,"College Degree (such as B.A., B.S.)",MD,"$55,000 to $59,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,60,Female,"Completed some college, but no degree",OK,"$65,000 to $69,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,68,Female,"College Degree (such as B.A., B.S.)",CO,"$175,000 to $199,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,36,Female,High school graduate,MO,"$50,000 to $54,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,27,Female,"Completed some college, but no degree",ME,"$20,000 to $24,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,33,Female,Associate Degree,WV,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,19,Female,Completed some high school,NC,"$95,000 to $99,999",20 or less,Chinese
Joe Biden,"Yes, I will vote",Registered,66,Male,"College Degree (such as B.A., B.S.)",NJ,"$100,000 to $124,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,57,Female,"College Degree (such as B.A., B.S.)",NJ,"$80,000 to $84,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",CA,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,61,Female,"College Degree (such as B.A., B.S.)",FL,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,64,Female,Masters degree,NV,"$100,000 to $124,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,20,Female,High school graduate,TX,"Less than $14,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,30,Female,Associate Degree,FL,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,55,Female,Masters degree,WI,"$60,000 to $64,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,36,Female,Associate Degree,KY,"$45,000 to $49,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,60,Female,"College Degree (such as B.A., B.S.)",FL,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,52,Male,"Completed some college, but no degree",OH,"$150,000 to $174,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,66,Female,"Completed some college, but no degree",SC,"$40,000 to $44,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,38,Male,Associate Degree,NV,"$60,000 to $64,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,20,Female,High school graduate,IN,"Less than $14,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,51,Female,Masters degree,IL,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,81,Female,"Completed some college, but no degree",FL,"$25,000 to $29,999",above 80,White
Donald Trump,"Yes, I will vote",Registered,59,Female,"Completed some college, but no degree",WV,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,24,Male,"Completed some college, but no degree",NY,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,70,Male,"College Degree (such as B.A., B.S.)",GA,"$125,000 to $149,999",65 to 80,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,50,Female,"Completed some college, but no degree",VA,"$50,000 to $54,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,19,Female,High school graduate,CA,"$60,000 to $64,999",20 or less,Other race
Donald Trump,"Yes, I will vote",Registered,26,Female,"College Degree (such as B.A., B.S.)",MI,"$35,000 to $39,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,37,Female,Masters degree,GA,"$85,000 to $89,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,68,Female,Associate Degree,VA,"$15,000 to $19,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,22,Female,High school graduate,VA,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,26,Male,"Completed some college, but no degree",TX,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,21,Female,"Completed some college, but no degree",NY,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,61,Female,"College Degree (such as B.A., B.S.)",WI,"$25,000 to $29,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,21,Male,Associate Degree,PA,"$45,000 to $49,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,71,Female,"College Degree (such as B.A., B.S.)",FL,"$30,000 to $34,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,65,Male,"College Degree (such as B.A., B.S.)",FL,"$85,000 to $89,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,69,Female,High school graduate,NC,"$45,000 to $49,999",65 to 80,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,23,Male,Associate Degree,CA,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,71,Female,High school graduate,GA,"$40,000 to $44,999",65 to 80,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,60,Female,Completed some high school,MS,"$35,000 to $39,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,62,Female,Associate Degree,TX,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,37,Female,Masters degree,OK,"$75,000 to $79,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,72,Female,"College Degree (such as B.A., B.S.)",PA,"$30,000 to $34,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,73,Male,Associate Degree,MI,"$50,000 to $54,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,69,Female,"College Degree (such as B.A., B.S.)",NY,"$30,000 to $34,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,74,Female,High school graduate,NJ,"$20,000 to $24,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,28,Male,"Completed some college, but no degree",NV,"$25,000 to $29,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,38,Female,"College Degree (such as B.A., B.S.)",TX,"$95,000 to $99,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,52,Male,High school graduate,MA,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,64,Female,"Completed some college, but no degree",FL,"Less than $14,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,27,Male,High school graduate,CA,"$55,000 to $59,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,24,Female,"Completed some college, but no degree",IL,"$40,000 to $44,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,33,Female,Masters degree,VA,"$70,000 to $74,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,44,Female,Completed some high school,MI,"$25,000 to $29,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,71,Female,Associate Degree,MI,"$60,000 to $64,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,32,Female,High school graduate,CA,"$60,000 to $64,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,26,Female,"College Degree (such as B.A., B.S.)",FL,"$25,000 to $29,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,18,Male,High school graduate,NJ,"$150,000 to $174,999",20 or less,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,28,Female,"Completed some college, but no degree",AL,"$40,000 to $44,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,34,Male,"Completed some college, but no degree",SC,"$100,000 to $124,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",FL,"$100,000 to $124,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Doctorate degree,PA,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,24,Female,Completed some high school,NY,"$50,000 to $54,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,36,Female,"Completed some college, but no degree",MA,"$35,000 to $39,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,34,Male,High school graduate,SC,"$50,000 to $54,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,66,Female,"College Degree (such as B.A., B.S.)",IL,"$25,000 to $29,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,67,Male,Masters degree,CA,"$175,000 to $199,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,56,Female,"College Degree (such as B.A., B.S.)",FL,"$50,000 to $54,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,54,Female,"College Degree (such as B.A., B.S.)",PA,"$85,000 to $89,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,26,Female,High school graduate,MA,"$25,000 to $29,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,52,Male,"College Degree (such as B.A., B.S.)",NY,"$125,000 to $149,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,39,Female,High school graduate,NJ,"Less than $14,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,40,Male,Masters degree,VA,"$200,000 to $249,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,44,Male,High school graduate,TX,"$55,000 to $59,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,31,Female,"Completed some college, but no degree",LA,"Less than $14,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,47,Female,"College Degree (such as B.A., B.S.)",NY,"$75,000 to $79,999",35 to 50,American Indian or Alaska Native
Donald Trump,"Yes, I will vote",Registered,33,Male,"Completed some college, but no degree",IL,"Less than $14,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,40,Female,High school graduate,NH,"$45,000 to $49,999",35 to 50,Chinese
Donald Trump,"Yes, I will vote",Registered,35,Male,"Completed some college, but no degree",AZ,"$80,000 to $84,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,VA,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,55,Female,"College Degree (such as B.A., B.S.)",MT,"$20,000 to $24,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,53,Female,Associate Degree,TX,"$35,000 to $39,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,69,Female,Masters degree,VA,"$50,000 to $54,999",65 to 80,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,58,Female,Associate Degree,IL,"$55,000 to $59,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,42,Male,Masters degree,CA,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,25,Female,Associate Degree,FL,"$50,000 to $54,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,26,Female,"Completed some college, but no degree",CA,"$20,000 to $24,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,22,Female,"Completed some college, but no degree",ID,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,34,Male,Doctorate degree,CA,"$125,000 to $149,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,39,Female,Completed some high school,TX,"Less than $14,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,25,Female,"College Degree (such as B.A., B.S.)",SC,"$30,000 to $34,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,49,Male,Associate Degree,FL,"$40,000 to $44,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,26,Male,Masters degree,VA,"$40,000 to $44,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,41,Female,Associate Degree,CA,"$30,000 to $34,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,39,Male,"College Degree (such as B.A., B.S.)",CA,"$95,000 to $99,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,47,Male,Masters degree,MA,"$175,000 to $199,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,41,Female,"College Degree (such as B.A., B.S.)",IL,"$150,000 to $174,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,25,Male,"Completed some college, but no degree",IL,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,44,Female,"College Degree (such as B.A., B.S.)",NC,"$30,000 to $34,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,35,Male,"College Degree (such as B.A., B.S.)",NJ,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,73,Male,Associate Degree,AZ,"$40,000 to $44,999",65 to 80,White
Joe Biden,Not sure,Registered,38,Male,Associate Degree,NY,"$25,000 to $29,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,28,Female,High school graduate,NY,"$20,000 to $24,999",21 to 35,Other race
Joe Biden,Not sure,Registered,31,Female,High school graduate,TX,"$15,000 to $19,999",21 to 35,White
